h3_10_id,ratio,hex
8a2f5a34c567fff,0.56521739130434778,"POLYGON((139.597474747352 35.7111358394779, 139.597514455192 35.7118193472576, 139.596866759639 35.7122036284586, 139.596179366985 35.7119043995828, 139.596139672012 35.7112208970053, 139.596787356826 35.7108366181015, 139.597474747352 35.7111358394779))"
8a2f5a345117fff,0.81521739130434778,"POLYGON((139.63754234324 35.6972534873623, 139.637582431222 35.6979371347718, 139.63693473533 35.6983217753127, 139.636246962184 35.6980227661358, 139.636206887074 35.6973391239185, 139.636854572238 35.696954485686, 139.63754234324 35.6972534873623))"
8a2f5a363577fff,0.52564102564102566,"POLYGON((139.657700589998 35.6866938376437, 139.65774086731 35.6873775499966, 139.657093202479 35.6877623834612, 139.656405271056 35.6874635022582, 139.656365006619 35.6867797950924, 139.65701266073 35.6863949639425, 139.657700589998 35.6866938376437))"
8a2f5a341907fff,0.84778225806451613,"POLYGON((139.62321293894 35.7043469534363, 139.62325289211 35.7050305540197, 139.62260517779 35.7054150587919, 139.621917521032 35.7051159606763, 139.621877580734 35.7044323652888, 139.622525284321 35.7040478628208, 139.62321293894 35.7043469534363))"
8a2f5a345d07fff,0.57988165680473369,"POLYGON((139.646163025789 35.6956709357463, 139.64620319632 35.6963546151776, 139.645555488221 35.6967393282161, 139.644867620317 35.6964403595124, 139.644827462661 35.6957566852711, 139.645475160034 35.6953719745435, 139.646163025789 35.6956709357463))"
8a2f5a363147fff,0.56666666666666665,"POLYGON((139.651268359942 35.679901853528, 139.651308571364 35.6805855304618, 139.650660984846 35.6809703370404, 139.649973197626 35.6806714643711, 139.649932999075 35.6799877926255, 139.650580574873 35.6796029883609, 139.651268359942 35.679901853528))"
8a2f5a36376ffff,1.1333333333333333,"POLYGON((139.646288499647 35.6863984598717, 139.646328666398 35.6870821264013, 139.645681038451 35.6874668720668, 139.644993254476 35.6871679488907, 139.644953100598 35.6864842875507, 139.645600717822 35.6860995441972, 139.646288499647 35.6863984598717))"
8a2f5a34509ffff,1.1333333333333333,"POLYGON((139.63450417616 35.7025948345543, 139.634544237621 35.7032784775731, 139.633896504482 35.7036630762196, 139.633208720612 35.7033640295401, 139.633168672024 35.7026803917145, 139.633816394433 35.7022957953751, 139.63450417616 35.7025948345543))"
8a2f5a345007fff,0.90566037735849059,"POLYGON((139.634263823242 35.6984930004884, 139.634303880175 35.6991766366357, 139.633656183393 35.699561247426, 139.632968440407 35.6992622197613, 139.632928396347 35.698578588807, 139.633576082401 35.6981939803243, 139.634263823242 35.6984930004884))"
8a2f5a3452d7fff,0.8584070796460177,"POLYGON((139.623093083945 35.7022961585526, 139.623133034857 35.7029797557025, 139.622485338716 35.7033642665518, 139.621797702395 35.7030651779467, 139.621757764354 35.7023815859926, 139.622405449763 35.7019970774477, 139.623093083945 35.7022961585526))"
8a2f5a3440effff,0.87377279102384287,"POLYGON((139.654780608848 35.7054118774965, 139.654820868014 35.7060956052406, 139.654173049379 35.7064803520809, 139.653484982306 35.7061813688654, 139.653444736021 35.7054976463098, 139.654092543928 35.7051129017812, 139.654780608848 35.7054118774965))"
8a2f5a345cb7fff,0.98275862068965514,"POLYGON((139.645796490946 35.7008414167408, 139.645836660716 35.701525102171, 139.645188908807 35.7019097946988, 139.644500997856 35.7016107994863, 139.644460840963 35.7009271192464, 139.645108582144 35.7005424290288, 139.645796490946 35.7008414167408))"
8a2f5a34c507fff,0.53086419753086422,"POLYGON((139.600264159403 35.7130162339003, 139.600303895224 35.7136997555099, 139.599656174893 35.7140840519905, 139.59896872948 35.7137848245638, 139.598929006527 35.7131013081558, 139.599576716119 35.7127170139729, 139.600264159403 35.7130162339003))"
8a2f5a36ec4ffff,0.40540540540540543,"POLYGON((139.63294236776 35.6759336516466, 139.632982399797 35.6766172498765, 139.632334902905 35.6770019273891, 139.631647384699 35.6767030043617, 139.631607365527 35.6760194113242, 139.632254851696 35.6756347361216, 139.63294236776 35.6759336516466))"
8a2f5a363997fff,0.81081081081081086,"POLYGON((139.660495529429 35.6772486939606, 139.660535828679 35.6779324037488, 139.659888237457 35.6783172911713, 139.659200357704 35.6780184664891, 139.659160071327 35.6773347618868, 139.659807651831 35.6769498767808, 139.660495529429 35.6772486939606))"
8a2f5a34101ffff,0.51700680272108845,"POLYGON((139.61579929947 35.7151128430139, 139.615839186687 35.7157964295571, 139.615191401193 35.7161808398, 139.61450373922 35.7158816611986, 139.614463864876 35.7151980798535, 139.615111639633 35.7148136719117, 139.61579929947 35.7151128430139))"
8a2f5a36029ffff,0.73842195540308753,"POLYGON((139.660860997318 35.6720778477992, 139.660901297309 35.6727615515368, 139.660253749877 35.6731464594266, 139.659565913171 35.6728476612615, 139.659525626051 35.6721639627096, 139.660173162766 35.6717790571371, 139.660860997318 35.6720778477992))"
8a2f5a345187fff,0.99616858237547889,"POLYGON((139.637662609454 35.6993044330286, 139.637702699703 35.6999880838757, 139.637054985633 35.7003727183471, 139.636367192043 35.700073699663, 139.636327114668 35.6993900540082, 139.636974818009 35.6990054218451, 139.637662609454 35.6993044330286))"
8a2f5a36341ffff,0.85964912280701755,"POLYGON((139.656606604621 35.6908820553181, 139.65664687361 35.6915657693748, 139.655999175696 35.6919505800361, 139.655311219514 35.6916516743266, 139.655270963401 35.6909679654573, 139.655918650593 35.69058315711, 139.656606604621 35.6908820553181))"
8a2f5a341747fff,0.76744186046511631,"POLYGON((139.611304659152 35.7184871677345, 139.611344504692 35.7191707412162, 139.610696703445 35.7195551049212, 139.610009067398 35.7192558928449, 139.609969234731 35.7185723245625, 139.610617025239 35.7181879631571, 139.611304659152 35.7184871677345))"
8a2f5a36e99ffff,0.6428571428571429,"POLYGON((139.635372099736 35.671660456308, 139.635412152976 35.6723440580049, 139.634764685858 35.672728768996, 139.634077176222 35.6724298759789, 139.634037135845 35.6717462794737, 139.634684592242 35.6713615707938, 139.635372099736 35.671660456308))"
8a2f5a34c46ffff,0.6428571428571429,"POLYGON((139.593588589695 35.7134414435067, 139.593628261177 35.7141249391049, 139.592980557347 35.7145091821618, 139.592293192776 35.7142099273246, 139.592253534161 35.7135264369297, 139.592901227251 35.7131421961687, 139.593588589695 35.7134414435067))"
8a2f5a363857fff,0.6428571428571429,"POLYGON((139.653697732839 35.6756278271182, 139.653737965456 35.6763115075178, 139.653090408738 35.6766963475727, 139.652402630122 35.6763975049128, 139.652362410375 35.6757138297007, 139.653009956375 35.675328991961, 139.653697732839 35.6756278271182))"
8a2f5a36e627fff,0.6428571428571429,"POLYGON((139.624684696429 35.6836682849652, 139.624724652753 35.684351861525, 139.624077113603 35.684736448388, 139.623389628855 35.6844374563841, 139.623349685395 35.6837538850189, 139.623997213819 35.683369300463, 139.624684696429 35.6836682849652))"
8a2f5a345967fff,0.6428571428571429,"POLYGON((139.63827639665 35.6869131832682, 139.638316486175 35.687596818655, 139.637668877879 35.6879815002139, 139.636981190783 35.6876825440759, 139.636941114128 35.6869989138807, 139.637588711699 35.6866142346318, 139.63827639665 35.6869131832682))"
8a2f5a34c867fff,0.6428571428571429,"POLYGON((139.594090466066 35.6990031811641, 139.594130134717 35.6996866579455, 139.593482554819 35.7000709543064, 139.592795317007 35.6997717715882, 139.592755661219 35.6990883000093, 139.59340323038 35.6987040059462, 139.594090466066 35.6990031811641))"
8a2f5a3410dffff,0.8928571428571429,"POLYGON((139.613248036403 35.7173340323798, 139.613287900127 35.7180176119492, 139.612640103033 35.7184019947301, 139.611952452953 35.7181027956414, 139.611912602103 35.7174192212708, 139.612560388459 35.7170348407901, 139.613248036403 35.7173340323798))"
8a2f5a344a17fff,1.1607142857142858,"POLYGON((139.653690062184 35.6982757189529, 139.653730306946 35.6989594320823, 139.653082553582 35.6993441948073, 139.652394566181 35.6990452420906, 139.652354334298 35.6983615341497, 139.653002076937 35.697976773737, 139.653690062184 35.6982757189529))"
8a2f5a363017fff,1.1607142857142858,"POLYGON((139.652845097346 35.6839180082416, 139.652885326186 35.684601697266, 139.652237700055 35.684986502416, 139.651549855804 35.6846876162274, 139.651509639837 35.684003932391, 139.652157255247 35.683619129555, 139.652845097346 35.6839180082416))"
8a2f5a36e417fff,1.2857142857142858,"POLYGON((139.634150459137 35.6851194740418, 139.63419050779 35.685803090405, 139.6335429275 35.6861877459775, 139.632855309282 35.6858887828777, 139.632815273498 35.685205171707, 139.633462843063 35.6848205184437, 139.634150459137 35.6851194740418))"
8a2f5a34cc0ffff,1.2857142857142858,"POLYGON((139.600633700088 35.7078472955451, 139.600673436728 35.708530811186, 139.600025760195 35.7089151282302, 139.59933835776 35.708615927335, 139.599298633987 35.7079324168954, 139.599946299782 35.7075481021496, 139.600633700088 35.7078472955451))"
8a2f5a344727fff,1.2857142857142858,"POLYGON((139.656965713674 35.7083600127892, 139.657005995578 35.7090437534607, 139.656358144762 35.7094285072365, 139.65567002277 35.7091295180288, 139.655629753749 35.7084457825453, 139.656277593837 35.7080610310814, 139.656965713674 35.7083600127892))"
8a2f5a3418dffff,1.2857142857142858,"POLYGON((139.617503212848 35.7098580362673, 139.617543113736 35.7105416220423, 139.616895368762 35.7109260635258, 139.616207733635 35.710626916932, 139.616167845619 35.7099433363544, 139.616815579858 35.7095588971731, 139.617503212848 35.7098580362673))"
8a2f5a36e26ffff,0.63079222720478323,"POLYGON((139.614861690577 35.6760647533192, 139.614901547843 35.6767482796971, 139.61425410436 35.6771328160691, 139.613566814337 35.6768338237575, 139.613526969931 35.6761503025763, 139.614174402688 35.67576576851, 139.614861690577 35.6760647533192))"
8a2f5a36e2effff,0.7685459940652819,"POLYGON((139.615708450735 35.6790978620948, 139.61574831781 35.6797813962539, 139.615100845436 35.6801659288642, 139.614413516713 35.6798669250098, 139.614373662499 35.6791833960473, 139.615021124146 35.6787988657425, 139.615708450735 35.6790978620948))"
8a2f5a36a0b7fff,0.60185185185185186,"POLYGON((139.612660235269 35.6957591784541, 139.612700081773 35.6964427245982, 139.61205247391 35.6968271765856, 139.611365030275 35.6965280801261, 139.611325196638 35.6958445391801, 139.611972793769 35.6954600894954, 139.612660235269 35.6957591784541))"
8a2f5a36ed77fff,0.85185185185185186,"POLYGON((139.638162324939 35.6735396011692, 139.638202406173 35.6742232167077, 139.637554914337 35.674607943002, 139.636867351988 35.6743090514461, 139.63682728362 35.6736254410986, 139.637474764735 35.6732407171159, 139.638162324939 35.6735396011692))"
8a2f5a345c6ffff,0.85185185185185186,"POLYGON((139.639485404395 35.6960995215433, 139.639525510555 35.696783175021, 139.638877818835 35.6971678346258, 139.638190031682 35.6968688384437, 139.638149938396 35.6961851901578, 139.638797619389 35.6958005328622, 139.639485404395 35.6960995215433))"
8a2f5a36396ffff,0.85185185185185186,"POLYGON((139.654791617709 35.671439719042, 139.654831858647 35.6721233977118, 139.654184334997 35.6725082605532, 139.653496581125 35.6722094424088, 139.653456353055 35.671525768926, 139.654103865989 35.6711409084005, 139.654791617709 35.671439719042))"
8a2f5a34395ffff,0.85185185185185186,"POLYGON((139.62513971474 35.7258382903559, 139.625179698075 35.7265219294847, 139.624531791176 35.7269063757349, 139.623843911682 35.7266071805542, 139.623803941227 35.7259235466217, 139.624451837386 35.7255391026735, 139.62513971474 35.7258382903559))"
8a2f5a36e777fff,0.85185185185185186,"POLYGON((139.62456483197 35.6816175621873, 139.624604786037 35.6823011352962, 139.623957265055 35.6826857282258, 139.623269800733 35.6823867457392, 139.62322985953 35.681703177825, 139.623877369786 35.6813185872027, 139.62456483197 35.6816175621873))"
8a2f5a36b417fff,0.85185185185185186,"POLYGON((139.592517742173 35.6949874946066, 139.59255739348 35.6956709593072, 139.591909853227 35.6960552571568, 139.591222672402 35.6957560880077, 139.591183033956 35.6950726285099, 139.591830563474 35.6946883329583, 139.592517742173 35.6949874946066))"
8a2f5a36a8effff,0.85185185185185186,"POLYGON((139.611454946023 35.6865741352969, 139.611494775963 35.6872576633444, 139.610847251516 35.687642137329, 139.610159907858 35.6873430809624, 139.610120090781 35.6866595581127, 139.610767604499 35.6862750864317, 139.611454946023 35.6865741352969))"
8a2f5a3622affff,0.76119402985074625,"POLYGON((139.666685081107 35.6912628431243, 139.666725447817 35.6919465977985, 139.666077716321 35.6923314855915, 139.665389628833 35.692032616394, 139.665349275001 35.6913488669049, 139.665996995778 35.6909639814282, 139.666685081107 35.6912628431243))"
8a2f5a34409ffff,0.76119402985074625,"POLYGON((139.658301693021 35.7082742268381, 139.658341987807 35.7089579726974, 139.657694133722 35.7093427371648, 139.657005995578 35.7090437534607, 139.656965713674 35.7083600127892, 139.657613557032 35.7079752506339, 139.658301693021 35.7082742268381))"
8a2f5a343a37fff,0.6271186440677966,"POLYGON((139.618580800807 35.7283152526777, 139.618620722004 35.7289988692349, 139.617972813361 35.729383255939, 139.617284994261 35.7290840237856, 139.617245085943 35.7284004124264, 139.617892983846 35.7280160280225, 139.618580800807 35.7283152526777))"
8a2f5a36e0c7fff,0.36538461538461536,"POLYGON((139.625779927564 35.6794812023786, 139.625819892237 35.680164777229, 139.625172386139 35.6805493869046, 139.624484926094 35.680250419422, 139.624444974285 35.679566849766, 139.625092469657 35.6791822423982, 139.625779927564 35.6794812023786))"
8a2f5a340857fff,0.73076923076923073,"POLYGON((139.641783955303 35.7124219608233, 139.641824092485 35.713105646953, 139.641176252039 35.7134902686742, 139.640488285143 35.713191201958, 139.640448160841 35.7125075210202, 139.641095990555 35.7121229016067, 139.641783955303 35.7124219608233))"
8a2f5a344aaffff,0.73076923076923073,"POLYGON((139.653082553582 35.6993441948073, 139.653122793042 35.700027907061, 139.652475032223 35.7004126614094, 139.65178704267 35.700113701192, 139.651746816088 35.699429994127, 139.652394566181 35.6990452420906, 139.653082553582 35.6993441948073))"
8a2f5a340acffff,0.73076923076923073,"POLYGON((139.631218248584 35.7151569263396, 139.631258285002 35.7158405743498, 139.630610452615 35.716225104472, 139.629922594543 35.7159259842791, 139.629882571003 35.7152423414633, 139.630530392656 35.7148578136459, 139.631218248584 35.7151569263396))"
8a2f5a34e90ffff,0.73076923076923073,"POLYGON((139.604019728074 35.7199806478732, 139.604059503938 35.7206641944649, 139.603411711724 35.721048496343, 139.602724154387 35.7207492493316, 139.602684391395 35.720065707941, 139.603332172868 35.7196814083606, 139.604019728074 35.7199806478732))"
8a2f5a36a8cffff,0.73076923076923073,"POLYGON((139.610847251516 35.687642137329, 139.610887076149 35.6883256645014, 139.610239544263 35.688710130109, 139.609552198473 35.688411066241, 139.609512386702 35.6877275442668, 139.610159907858 35.6873430809624, 139.610847251516 35.687642137329))"
8a2f5a36e687fff,0.73076923076923073,"POLYGON((139.624924445668 35.6877697615693, 139.62496440651 35.6884533450258, 139.624316831019 35.6888379197528, 139.623629305415 35.6885389087166, 139.623589357441 35.6878553304548, 139.624236922203 35.6874707580345, 139.624924445668 35.6877697615693))"
8a2f5a36e21ffff,0.73076923076923073,"POLYGON((139.618378085515 35.6789267457048, 139.618417978313 35.6796102902562, 139.617770499364 35.6799948442249, 139.617083138344 35.6796958513362, 139.617043258407 35.6790123119808, 139.617690726629 35.6786277603182, 139.618378085515 35.6789267457048))"
8a2f5a363a27fff,1.4615384615384615,"POLYGON((139.647628673956 35.6749892279194, 139.647668847525 35.6756728832445, 139.647021314606 35.6760576782535, 139.646333618838 35.6757588156237, 139.646293458137 35.6750751654876, 139.646940980337 35.6746903727923, 139.647628673956 35.6749892279194))"
8a2f5a36e537fff,0.42424242424242425,"POLYGON((139.637308153857 35.6818288413067, 139.637348231284 35.6825124654743, 139.636700670053 35.6828971568485, 139.63601304212 35.6825982217447, 139.635972977561 35.6819146027687, 139.636620528068 35.6815299137049, 139.637308153857 35.6818288413067))"
8a2f5a34cc47fff,0.84848484848484851,"POLYGON((139.598571533629 35.7069497118941, 139.598611249846 35.7076332180177, 139.59796358735 35.70801752208, 139.597276219374 35.7077183177206, 139.597236516022 35.7070348167988, 139.597884167781 35.7066505150344, 139.598571533629 35.7069497118941))"
8a2f5a345b17fff,0.75490196078431371,"POLYGON((139.632447926475 35.6903751067919, 139.632487961483 35.6910587239825, 139.631840340682 35.6914433483647, 139.631152695601 35.6911443532481, 139.631112673464 35.6904607412506, 139.631760283537 35.6900761191765, 139.632447926475 35.6903751067919))"
8a2f5a34488ffff,0.75490196078431371,"POLYGON((139.661825805639 35.6998117239806, 139.661866129954 35.7004954716708, 139.661218338798 35.7008802924697, 139.660530234052 35.7005813632642, 139.660489922617 35.6998976207606, 139.661137703049 35.6995128022758, 139.661825805639 35.6998117239806))"
8a2f5a34c92ffff,0.75490196078431371,"POLYGON((139.598702867189 35.6976798976152, 139.598742579738 35.6983633908839, 139.598094997379 35.6987477276707, 139.597407713207 35.6984485688898, 139.597368013522 35.6977650808225, 139.598015585145 35.6973807463348, 139.598702867189 35.6976798976152))"
8a2f5a36220ffff,1.0098039215686274,"POLYGON((139.665228218067 35.6892976253254, 139.665268569618 35.6899813713704, 139.664620859562 35.6903662545308, 139.663932808676 35.69006738933, 139.663892470003 35.6893836484703, 139.664540169338 35.6889987676261, 139.665228218067 35.6892976253254))"
8a2f5a341967fff,0.64678899082568808,"POLYGON((139.620422464206 35.702466997258, 139.620462389376 35.703150584016, 139.619814699808 35.7035350734944, 139.619127095803 35.7032359739109, 139.619087183503 35.7025523923494, 139.619734862338 35.7021679051749, 139.620422464206 35.702466997258))"
8a2f5a345da7fff,0.71673819742489275,"POLYGON((139.647619160829 35.6976362273402, 139.647659346507 35.6983199154002, 139.647011616956 35.6987046330605, 139.646323712454 35.6984056603498, 139.646283539652 35.6977219774796, 139.646931258477 35.6973372621302, 139.647619160829 35.6976362273402))"
8a2f5a34cd2ffff,0.74444444444444446,"POLYGON((139.603792500117 35.7045585566999, 139.603832265554 35.7052420801958, 139.603184608045 35.7056264330781, 139.602497195835 35.705327260165, 139.602457443264 35.7046437418696, 139.603105090037 35.7042593912867, 139.603792500117 35.7045585566999))"
8a2f5a34518ffff,0.96384479717813054,"POLYGON((139.636327114668 35.6993900540082, 139.636367192043 35.700073699663, 139.635719481252 35.7004583234476, 139.635031703815 35.7001592992693, 139.634991639314 35.6994756588071, 139.635639339376 35.6990910373305, 139.636327114668 35.6993900540082))"
8a2f5a345a07fff,0.42105263157894735,"POLYGON((139.629169834913 35.6916145693538, 139.629209838877 35.692298175283, 139.628562217194 35.6926827699211, 139.627874602273 35.6923837563228, 139.627834611177 35.6917001555875, 139.628482222133 35.6913155632566, 139.629169834913 35.6916145693538))"
8a2f5a3632cffff,0.42105263157894735,"POLYGON((139.638883902672 35.6858448570771, 139.638923997499 35.6865284933357, 139.63827639665 35.6869131832682, 139.637588711699 35.6866142346318, 139.637548629742 35.6859306035646, 139.638196219867 35.6855459159424, 139.638883902672 35.6858448570771))"
8a2f5a3638a7fff,0.84210526315789469,"POLYGON((139.657824632628 35.6774208136305, 139.657864906133 35.6781045130465, 139.657217321443 35.6784893791001, 139.656529473967 35.6781905434218, 139.656489213334 35.6775068491924, 139.657136787306 35.6771219854547, 139.657824632628 35.6774208136305))"
8a2f5a34405ffff,0.84210526315789469,"POLYGON((139.65405229234 35.7044291783472, 139.654092543928 35.7051129017812, 139.653444736021 35.7054976463098, 139.652756687252 35.7051986650927, 139.652716448545 35.7045149468473, 139.653364245725 35.7041302046304, 139.65405229234 35.7044291783472))"
8a2f5a340357fff,0.84210526315789469,"POLYGON((139.630730548211 35.7182760492678, 139.630770581585 35.718959699814, 139.63012272356 35.7193442154698, 139.629434842897 35.7190450782749, 139.629394822401 35.7183614329234, 139.63004266969 35.717976919572, 139.630730548211 35.7182760492678))"
8a2f5a36a2cffff,0.84210526315789469,"POLYGON((139.597248918951 35.695714623499, 139.597288616393 35.6963981081269, 139.596641055505 35.6967824403156, 139.59595380791 35.6964832855772, 139.595914123329 35.6957998061509, 139.596561673483 35.6954154762613, 139.597248918951 35.695714623499))"
8a2f5a341a6ffff,0.84210526315789469,"POLYGON((139.607189924066 35.7053708282184, 139.607229722797 35.7060543664303, 139.606582047961 35.7064387429803, 139.605894585131 35.7061395790182, 139.605854799268 35.7054560460061, 139.606502463368 35.7050716717563, 139.607189924066 35.7053708282184))"
8a2f5a34c677fff,0.84210526315789469,"POLYGON((139.586305426587 35.7149339081982, 139.586345028424 35.7156173768868, 139.585697333675 35.7160015581347, 139.585010047832 35.7157022683999, 139.584970458861 35.7150188049163, 139.585618142868 35.7146346259625, 139.586305426587 35.7149339081982))"
8a2f5a34e917fff,0.84210526315789469,"POLYGON((139.606082462633 35.7208783594628, 139.606122258931 35.7215619155651, 139.605474452679 35.7219462304286, 139.60478686087 35.7216469868917, 139.604747077446 35.7209634359899, 139.605394872957 35.7205791234245, 139.606082462633 35.7208783594628))"
8a2f5a34194ffff,0.78627450980392155,"POLYGON((139.618479409523 35.7036204527041, 139.618519316515 35.7043040333841, 139.617871622791 35.7046885037954, 139.617184032807 35.7043893912234, 139.617144138685 35.7037058157403, 139.617791821676 35.7033213476322, 139.618479409523 35.7036204527041))"
8a2f5a34c40ffff,0.44,"POLYGON((139.596377853068 35.7153219296003, 139.596417552529 35.7160054390285, 139.595769823916 35.7163896973626, 139.595082406583 35.7160904439721, 139.59504271999 35.7154069397465, 139.595690437863 35.7150226837088, 139.596377853068 35.7153219296003))"
8a2f5a3408effff,0.88,"POLYGON((139.641176252039 35.7134902686742, 139.641216383916 35.7141739539205, 139.640568536016 35.7145585672587, 139.639880566972 35.714259493043, 139.639840447975 35.7135758129887, 139.640488285143 35.713191201958, 139.641176252039 35.7134902686742))"
8a2f5a363ba7fff,0.88,"POLYGON((139.651027107319 35.6757998161049, 139.651067314196 35.6764834861292, 139.650419764016 35.6768683048178, 139.649732017679 35.6765694511675, 139.649691823671 35.6758857863313, 139.650339363132 35.6755009699572, 139.651027107319 35.6757998161049))"
8a2f5a36e427fff,0.88,"POLYGON((139.634030317706 35.6830686318513, 139.634070364095 35.6837522447648, 139.633422801976 35.6841369064014, 139.632735204191 35.683837952815, 139.632695170669 35.6831543450939, 139.633342722064 35.6827696857668, 139.634030317706 35.6830686318513))"
8a2f5a344a77fff,0.80327868852459017,"POLYGON((139.65089797336 35.6963962317778, 139.650938190092 35.6970799310917, 139.65029046145 35.6974646785041, 139.649602526799 35.6971657242907, 139.649562322943 35.6964820301658, 139.650210040861 35.6960972850652, 139.65089797336 35.6963962317778))"
8a2f5a345c67fff,0.80327868852459017,"POLYGON((139.640820889823 35.6960138367481, 139.640861008856 35.6966974954171, 139.640213313859 35.6970821657083, 139.639525510555 35.696783175021, 139.639485404395 35.6960995215433, 139.640133088666 35.6957148535616, 139.640820889823 35.6960138367481))"
8a2f5a34581ffff,0.53731343283582089,"POLYGON((139.637909394542 35.6920833245269, 139.637949483296 35.6927669659305, 139.637301831205 35.693151626984, 139.636614101086 35.6928526443246, 139.636574025203 35.6921690081129, 139.637221666568 35.6917843493686, 139.637909394542 35.6920833245269))"
8a2f5a36ec1ffff,0.78325123152709364,"POLYGON((139.637067705151 35.6777271204708, 139.637107778048 35.6784107377318, 139.636460253155 35.6787954412276, 139.635772666088 35.6784965251516, 139.635732606057 35.677812913082, 139.636380120228 35.677428211897, 139.637067705151 35.6777271204708))"
8a2f5a36389ffff,0.48648648648648651,"POLYGON((139.656609997508 35.6795579353352, 139.656650260417 35.6802416330187, 139.656002660823 35.6806264823347, 139.655314809041 35.6803276316517, 139.655274559004 35.6796439391551, 139.655922147879 35.6792590921545, 139.656609997508 35.6795579353352))"
8a2f5a36e54ffff,0.972972972972973,"POLYGON((139.631239985616 35.681189241482, 139.63128000401 35.681872840559, 139.630632466619 35.682257486895, 139.629944921558 35.6819585318448, 139.629904916031 35.6812749379608, 139.630552442698 35.6808902939339, 139.631239985616 35.681189241482))"
8a2f5a36aa0ffff,1.2289156626506024,"POLYGON((139.604053845433 35.6860185137619, 139.60409360351 35.6867020114932, 139.603446106255 35.6870864297763, 139.602758861655 35.6867873480263, 139.602719116438 35.6861038554946, 139.603366602962 35.6857194395133, 139.604053845433 35.6860185137619))"
8a2f5a345a47fff,0.5842696629213483,"POLYGON((139.625771855736 35.6908031173506, 139.625811826399 35.6914867085725, 139.625164222009 35.6918712795366, 139.624476657684 35.6915722569723, 139.624436699889 35.6908886709451, 139.625084293551 35.6905041022875, 139.625771855736 35.6908031173506))"
8a2f5a36a687fff,0.76986301369863008,"POLYGON((139.607070532374 35.7033202204481, 139.607110328855 35.7040037552272, 139.606462672196 35.7043881378604, 139.605775229792 35.7040889834141, 139.605735446178 35.7034054538348, 139.606383092102 35.703021073502, 139.607070532374 35.7033202204481))"
8a2f5a3402e7fff,0.73584905660377353,"POLYGON((139.628907035982 35.7214805200523, 139.628947053432 35.7221641679354, 139.628299173054 35.7225486584308, 139.627611285961 35.7222494987394, 139.62757128139 35.7215658560515, 139.628219151032 35.7211813678597, 139.628907035982 35.7214805200523))"
8a2f5a36e007fff,0.73584905660377353,"POLYGON((139.628329925722 35.677259110299, 139.628369913864 35.6779426920821, 139.627722419369 35.6783273291823, 139.627034947456 35.6780283821905, 139.626994972178 35.6773448056008, 139.627642455949 35.6769601708095, 139.628329925722 35.677259110299))"
8a2f5a34cc2ffff,0.53658536585365857,"POLYGON((139.60124162723 35.7067794535893, 139.601281369181 35.7074629701156, 139.600633700088 35.7078472955451, 139.599946299782 35.7075481021496, 139.599906570698 35.7068645908245, 139.600554229053 35.7064802676936, 139.60124162723 35.7067794535893))"
8a2f5a340b27fff,0.53658536585365857,"POLYGON((139.638264042516 35.7095593159239, 139.638304144099 35.7102429839331, 139.637656339125 35.7106275880419, 139.636968443301 35.7103285218341, 139.636928354596 35.7096448590175, 139.637576148838 35.7092602572159, 139.638264042516 35.7095593159239))"
8a2f5a36e657fff,1.0731707317073171,"POLYGON((139.621407091808 35.6849076005762, 139.621447017099 35.6855911658735, 139.620799477076 35.6859757229993, 139.620112022489 35.6856767125216, 139.620072110063 35.6849931524197, 139.620719639359 35.6846085976001, 139.621407091808 35.6849076005762))"
8a2f5a363a5ffff,0.75771256583897673,"POLYGON((139.643015696599 35.6763153948196, 139.643055826264 35.6769990337105, 139.642408295716 35.6773837883038, 139.641720646223 35.6770849016938, 139.641680529424 35.6764012679929, 139.642328049252 35.676016515712, 139.643015696599 35.6763153948196))"
8a2f5a341a8ffff,0.78099173553719,"POLYGON((139.610826571236 35.7102843749582, 139.610866407766 35.7109679347427, 139.610218679249 35.7113523227947, 139.609531124938 35.7110531487616, 139.609491301278 35.7103695941761, 139.610139019058 35.7099852084247, 139.610826571236 35.7102843749582))"
8a2f5a36acd7fff,0.53179190751445082,"POLYGON((139.618000584256 35.6954175738726, 139.618040482227 35.6961011408055, 139.617392861206 35.6964856355248, 139.616705352946 35.6961865610071, 139.616665467842 35.6955029992709, 139.617313078132 35.6951185068557, 139.618000584256 35.6954175738726))"
8a2f5a343a47fff,0.50359712230215825,"POLYGON((139.613846071153 35.7275878455846, 139.613885946148 35.7282714422411, 139.613238058121 35.728655794573, 139.61255030584 35.7283565479493, 139.612510443722 35.7276729564918, 139.613158321008 35.727288606459, 139.613846071153 35.7275878455846))"
8a2f5a340a47fff,0.78666666666666663,"POLYGON((139.631705911148 35.7120377991009, 139.631745950609 35.7127214445712, 139.631098143857 35.713105989157, 139.630410308376 35.7128068859672, 139.630370281792 35.7121232456912, 139.631018077811 35.7117387034107, 139.631705911148 35.7120377991009))"
8a2f5a36b59ffff,0.91176470588235292,"POLYGON((139.594579347168 35.6958849726441, 139.594619018887 35.6965684468684, 139.593971464597 35.6969527576962, 139.593284249324 35.6966535920013, 139.593244590466 35.6959701229792, 139.59389213402 35.6955858144498, 139.594579347168 35.6958849726441))"
